GDAY_DS,BAT_ORDER_NO,START_CK,AB,RUN,HIT,H2,H3,HR,TB,RBI,SB,CS,BB,HP,IB,KK,GD,SH,SF,NAME,T_ID,MONEY,TB_SC,HEADER_NO,PA,AGE_VA
20200721,2,1.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,5.0,30.0
20200722,2,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,4.0,30.0
20200725,2,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,B,0,4.0,30.0
20200726,2,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,터커,HT,55000.0,B,0,5.0,30.0
20200730,2,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,B,0,4.0,30.0
20200731,2,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,5.0,30.0
20200801,3,1.0,4.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,4.0,30.0
20200802,3,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,3.0,30.0
20200804,3,1.0,4.0,2.0,2.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,B,0,4.0,30.0
20200805,3,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,터커,HT,55000.0,B,0,4.0,30.0
20200806,3,1.0,3.0,2.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,터커,HT,55000.0,B,0,4.0,30.0
20200808,2,1.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,터커,HT,55000.0,B,0,3.0,30.0
20200809,2,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,B,0,5.0,30.0
20200811,2,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,5.0,30.0
20200812,2,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,4.0,30.0
20200813,2,1.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,4.0,30.0
20200814,2,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,B,0,5.0,30.0
20200815,2,1.0,5.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,터커,HT,55000.0,B,0,5.0,30.0
20200818,2,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,5.0,30.0
20200819,2,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,4.0,30.0
20200820,2,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,B,0,3.0,30.0
20200821,2,1.0,5.0,2.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,터커,HT,55000.0,B,0,5.0,30.0
20200822,2,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,4.0,30.0
20200823,2,1.0,3.0,2.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,5.0,30.0
20200825,2,1.0,4.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,5.0,30.0
20200826,2,1.0,5.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,5.0,30.0
20200827,2,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,4.0,30.0
20200828,2,1.0,5.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,5.0,30.0
20200830,2,1.0,4.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,B,0,9.0,30.0
20200830,3,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,B,1,9.0,30.0
20200901,2,1.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,B,0,5.0,30.0
20200903,2,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,5.0,30.0
20200904,2,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,터커,HT,55000.0,T,0,10.0,30.0
20200904,2,1.0,5.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,터커,HT,55000.0,T,1,10.0,30.0
20200905,2,1.0,3.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,5.0,30.0
20200906,2,1.0,5.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,5.0,30.0
20200908,2,1.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,터커,HT,55000.0,B,0,4.0,30.0
20200910,2,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,터커,HT,55000.0,B,0,4.0,30.0
20200912,2,1.0,5.0,2.0,4.0,1.0,0.0,2.0,11.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,6.0,30.0
20200913,2,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,5.0,30.0
20200915,3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,B,0,2.0,30.0
20200916,2,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,B,0,5.0,30.0
20200917,3,1.0,5.0,2.0,2.0,0.0,0.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,5.0,30.0
20200918,3,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,터커,HT,55000.0,T,0,6.0,30.0
20200919,3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,터커,HT,55000.0,B,0,4.0,30.0
20200920,3,1.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,터커,HT,55000.0,B,0,4.0,30.0
20200922,3,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,터커,HT,55000.0,B,0,4.0,30.0
20200923,3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,터커,HT,55000.0,B,0,3.0,30.0
20200721,3,1.0,5.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,6.0,37.0
20200722,3,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,4.0,37.0
20200725,3,1.0,4.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,4.0,37.0
20200726,3,1.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,5.0,37.0
20200730,3,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,최형우,HT,150000.0,B,0,4.0,37.0
20200731,3,1.0,4.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,4.0,37.0
20200801,4,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,4.0,37.0
20200802,4,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,3.0,37.0
20200804,4,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,5.0,37.0
20200805,4,1.0,4.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,4.0,37.0
20200806,4,1.0,3.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,4.0,37.0
20200808,3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,3.0,37.0
20200809,3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,4.0,37.0
20200811,3,1.0,5.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,5.0,37.0
20200812,3,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,4.0,37.0
20200813,3,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,4.0,37.0
20200814,3,1.0,5.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,5.0,37.0
20200815,3,1.0,5.0,3.0,3.0,0.0,1.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,5.0,37.0
20200816,3,1.0,4.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,5.0,37.0
20200818,3,1.0,4.0,2.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,5.0,37.0
20200819,3,1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,4.0,37.0
20200820,3,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,3.0,37.0
20200821,3,1.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,4.0,37.0
20200822,3,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,4.0,37.0
20200823,3,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,5.0,37.0
20200825,3,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,5.0,37.0
20200826,3,1.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,5.0,37.0
20200827,3,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,4.0,37.0
20200828,3,1.0,4.0,2.0,3.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,4.0,37.0
20200830,3,1.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,최형우,HT,150000.0,B,0,5.0,37.0
20200901,3,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,5.0,37.0
20200903,3,1.0,4.0,1.0,3.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,4.0,37.0
20200904,3,1.0,5.0,1.0,2.0,1.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,10.0,37.0
20200904,3,1.0,5.0,1.0,3.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,최형우,HT,150000.0,T,1,10.0,37.0
20200905,3,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,5.0,37.0
20200906,3,1.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,최형우,HT,150000.0,T,0,5.0,37.0
20200908,3,1.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,4.0,37.0
20200910,3,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,4.0,37.0
20200912,3,1.0,5.0,1.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,6.0,37.0
20200913,3,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,4.0,37.0
20200915,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,2.0,37.0
20200916,3,1.0,5.0,2.0,3.0,1.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,5.0,37.0
20200917,4,1.0,4.0,2.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,4.0,37.0
20200918,4,1.0,6.0,2.0,3.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,최형우,HT,150000.0,T,0,6.0,37.0
20200919,4,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,4.0,37.0
20200920,4,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,4.0,37.0
20200922,4,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,4.0,37.0
20200923,4,1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,최형우,HT,150000.0,B,0,3.0,37.0
20200801,2,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,김선빈,HT,45000.0,T,0,4.0,31.0
20200802,2,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,김선빈,HT,45000.0,T,0,4.0,31.0
20200804,2,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,김선빈,HT,45000.0,B,0,4.0,31.0
20200805,2,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,김선빈,HT,45000.0,B,0,5.0,31.0
20200806,2,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,김선빈,HT,45000.0,B,0,4.0,31.0
20200808,1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,김선빈,HT,45000.0,B,0,4.0,31.0
20200809,1,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,김선빈,HT,45000.0,B,0,5.0,31.0
20200811,1,1.0,4.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,김선빈,HT,45000.0,T,0,4.0,31.0
20200906,9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,김선빈,HT,45000.0,T,0,1.0,31.0
20200910,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,김선빈,HT,45000.0,B,0,1.0,31.0
20200915,2,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,김선빈,HT,45000.0,B,0,3.0,31.0
20200917,2,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,김선빈,HT,45000.0,T,0,4.0,31.0
20200918,2,1.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,김선빈,HT,45000.0,T,0,5.0,31.0
20200919,2,1.0,4.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,김선빈,HT,45000.0,B,0,4.0,31.0
20200920,2,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,김선빈,HT,45000.0,B,0,4.0,31.0
20200922,2,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,김선빈,HT,45000.0,B,0,4.0,31.0
20200923,2,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,김선빈,HT,45000.0,B,0,3.0,31.0
20200721,4,1.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,나지완,HT,60000.0,T,0,5.0,35.0
20200722,4,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,나지완,HT,60000.0,T,0,4.0,35.0
20200725,4,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,나지완,HT,60000.0,B,0,4.0,35.0
20200726,4,1.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,나지완,HT,60000.0,B,0,5.0,35.0
20200730,4,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,나지완,HT,60000.0,B,0,4.0,35.0
20200731,4,1.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,나지완,HT,60000.0,T,0,4.0,35.0
20200801,5,1.0,4.0,1.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,나지완,HT,60000.0,T,0,4.0,35.0
20200802,5,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,나지완,HT,60000.0,T,0,3.0,35.0
20200804,5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,나지완,HT,60000.0,B,0,1.0,35.0
20200805,5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,나지완,HT,60000.0,B,0,4.0,35.0
20200806,5,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,나지완,HT,60000.0,B,0,4.0,35.0
20200808,4,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,나지완,HT,60000.0,B,0,3.0,35.0
20200809,4,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,나지완,HT,60000.0,B,0,4.0,35.0
20200811,4,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,나지완,HT,60000.0,T,0,4.0,35.0
20200812,4,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,나지완,HT,60000.0,T,0,4.0,35.0
20200813,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,나지완,HT,60000.0,T,0,1.0,35.0
20200814,4,1.0,2.0,2.0,1.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,나지완,HT,60000.0,B,0,5.0,35.0
20200815,4,1.0,5.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,나지완,HT,60000.0,B,0,5.0,35.0
20200816,4,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,나지완,HT,60000.0,B,0,5.0,35.0
20200818,4,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,나지완,HT,60000.0,T,0,5.0,35.0
20200819,4,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,나지완,HT,60000.0,T,0,4.0,35.0
20200820,4,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,나지완,HT,60000.0,B,0,3.0,35.0
20200821,4,1.0,4.0,1.0,2.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,나지완,HT,60000.0,B,0,4.0,35.0
